idade,tempo_assinatura_meses,plano_assinatura,valor_mensal,visualizacoes_mes,tempo_medio_sessao_min,contatos_suporte,avaliacao_conteudo,metodo_pagamento,dispositivo_principal
41,10,Premium,24.78,180,81,1,3.4,credito,computer
54,30,Premium,30.34,62,51,4,2.2,credito,mobile
48,60,Standard,19.91,134,104,3,2.7,credito,smart_tv
57,46,Basico,32.66,71,58,0,2.6,boleto,computer
25,37,Premium,31.53,45,27,4,1.3,credito,computer
20,36,Premium,54.10,140,95,4,4.3,credito,smart_tv
32,37,Standard,36.97,158,125,5,1.1,debito,smart_tv
40,5,Standard,38.08,94,159,5,4.3,debito,smart_tv
72,27,Premium,39.28,162,100,1,2.1,boleto,smart_tv
22,28,Premium,42.88,142,23,0,1.9,boleto,computer
61,24,Standard,44.30,1,148,2,3.3,credito,mobile
61,7,Basico,58.42,22,111,0,4.3,debito,smart_tv
52,34,Premium,45.81,139,159,4,3,credito,computer
44,16,Standard,26.84,41,16,1,3.6,credito,mobile
52,60,Standard,50.01,54,73,0,3.2,debito,smart_tv
19,27,Standard,52.52,37,174,3,3.5,debito,computer
62,54,Premium,56.86,56,83,1,3.8,debito,smart_tv
69,26,Standard,43.78,87,118,5,4.4,credito,mobile
37,42,Premium,57.22,105,43,0,3.2,credito,smart_tv
45,2,Standard,53.46,13,148,0,2.5,debito,smart_tv
47,2,Basico,49.01,94,28,3,2.4,boleto,computer
34,37,Basico,34.23,134,94,2,4.4,credito,smart_tv
56,5,Standard,28.31,192,120,1,4.7,credito,mobile
52,10,Premium,43.64,36,67,0,5,boleto,smart_tv
35,35,Basico,27.75,150,35,4,3.4,credito,smart_tv
58,56,Basico,34.67,70,170,0,3.8,boleto,smart_tv
64,3,Basico,46.79,162,61,3,2,credito,mobile
20,40,Standard,39.63,36,29,0,2.5,boleto,mobile
70,20,Premium,31.62,55,48,5,1.4,boleto,mobile
42,40,Basico,54.06,50,45,0,1,debito,computer
30,33,Standard,48.63,141,107,0,2.7,debito,smart_tv
36,45,Basico,50.13,161,158,1,3.7,debito,smart_tv
75,5,Basico,41.39,38,163,3,2.9,credito,smart_tv
47,52,Basico,52.22,129,150,2,1.4,credito,mobile
52,54,Premium,29.84,182,117,1,2,boleto,mobile
29,5,Standard,27.24,194,53,5,3.8,boleto,smart_tv
46,32,Basico,30.34,187,124,5,2.8,debito,computer
45,58,Standard,50.43,26,134,2,4.7,credito,smart_tv
57,5,Standard,41.41,148,122,1,2.5,debito,computer
43,31,Basico,30.28,139,31,5,4.6,debito,mobile
23,17,Premium,55.20,78,57,5,4.8,credito,mobile
74,42,Premium,46.86,52,161,1,4.9,boleto,smart_tv
51,5,Basico,24.62,110,17,0,4.6,credito,smart_tv
40,24,Standard,42.03,166,99,1,4.6,debito,computer
57,19,Premium,39.70,116,113,3,3.5,credito,computer
34,21,Premium,25.36,49,102,1,3.7,boleto,mobile
59,41,Basico,30.73,112,62,0,4.5,credito,computer
70,56,Standard,52.64,21,17,5,4.2,boleto,computer
33,26,Basico,22.54,58,107,1,2.7,debito,computer
41,10,Premium,36.75,110,90,1,2.3,debito,mobile
75,60,Premium,50.00,98,67,2,4,boleto,computer
33,13,Basico,58.68,100,58,0,1.9,boleto,computer
56,42,Premium,54.16,74,49,3,3.2,debito,smart_tv
35,56,Basico,26.95,146,34,2,3.4,debito,mobile
68,26,Basico,30.39,26,164,4,4.6,boleto,computer
34,8,Basico,53.99,53,140,0,2.6,credito,mobile
37,40,Basico,24.84,61,53,1,2.7,credito,mobile
18,12,Standard,48.12,111,139,1,3.7,debito,mobile
61,13,Standard,59.86,10,149,2,4.5,boleto,smart_tv
21,51,Premium,59.03,132,98,2,2.4,debito,smart_tv
41,20,Premium,51.02,46,36,4,2,boleto,mobile
18,4,Standard,23.50,24,86,5,4.6,credito,mobile
66,9,Standard,51.83,76,49,4,1.1,credito,computer
50,58,Standard,47.97,7,68,1,4.5,credito,smart_tv
34,49,Standard,56.91,138,139,3,1.4,debito,smart_tv
19,5,Basico,27.23,187,170,5,3.2,boleto,smart_tv
70,56,Standard,51.33,82,39,0,1.1,credito,smart_tv
75,24,Standard,23.32,77,101,5,3.8,credito,computer
64,44,Premium,57.59,73,16,4,2.9,boleto,computer
55,31,Basico,39.73,63,65,0,2.8,boleto,smart_tv
66,44,Basico,35.04,84,79,3,1.5,boleto,computer
19,7,Basico,36.90,196,164,3,4.3,boleto,smart_tv
33,4,Basico,49.33,99,156,4,1.6,debito,smart_tv
19,29,Standard,49.53,98,20,5,3.1,credito,computer
39,32,Premium,25.53,0,68,1,4.7,debito,mobile
64,49,Basico,35.12,74,106,2,4.9,debito,smart_tv
69,44,Premium,27.68,26,105,2,4.4,boleto,mobile
30,36,Basico,37.60,121,85,5,3,boleto,computer
66,6,Standard,34.63,1,165,5,4.2,credito,mobile
28,58,Premium,36.23,60,161,5,4.2,debito,computer
46,37,Standard,37.02,37,33,1,1.7,debito,mobile
69,8,Standard,42.87,105,134,1,3.1,debito,smart_tv
68,1,Standard,59.00,30,51,0,4.8,credito,computer
21,13,Standard,54.91,67,72,2,2.8,credito,mobile
36,36,Premium,53.08,170,67,0,3.2,boleto,smart_tv
34,26,Premium,20.53,5,127,3,2,debito,computer
20,15,Premium,45.92,36,120,0,2.6,debito,computer
19,41,Basico,29.29,89,47,3,4.9,debito,computer
49,23,Standard,28.53,21,91,5,1.7,boleto,mobile
56,47,Premium,22.26,67,162,3,3.9,debito,smart_tv
62,26,Premium,25.95,113,99,3,3.2,debito,computer
19,38,Premium,44.15,74,160,5,1.4,credito,smart_tv
20,23,Premium,30.49,53,104,3,2.3,credito,computer
37,1,Basico,51.12,85,109,0,2.4,boleto,computer
37,16,Standard,36.24,130,12,1,3,credito,mobile
50,41,Premium,26.82,86,159,0,1.3,boleto,smart_tv
49,20,Basico,52.69,115,110,5,2.8,credito,smart_tv
28,37,Standard,39.98,130,147,0,4.7,boleto,smart_tv
63,39,Basico,24.74,170,83,1,2.6,credito,smart_tv
59,26,Basico,40.77,138,172,0,3.3,credito,mobile
73,50,Standard,28.32,53,140,3,1.3,debito,smart_tv
60,8,Premium,46.82,23,37,1,4.8,credito,mobile
50,12,Standard,44.41,179,109,5,4,debito,computer
58,26,Standard,29.16,109,121,1,4.3,boleto,mobile
55,16,Standard,46.92,68,171,5,2.7,debito,smart_tv
73,16,Premium,56.51,56,33,0,4.6,credito,computer
55,11,Basico,25.11,70,166,4,1.7,debito,mobile
25,17,Premium,21.24,186,121,3,2.8,boleto,computer
34,5,Standard,43.82,6,128,4,4.1,debito,smart_tv
36,45,Standard,46.81,29,49,1,4.1,boleto,computer
52,54,Basico,20.79,39,27,3,2.9,debito,computer
73,16,Premium,48.87,65,53,2,4.2,credito,mobile
71,28,Standard,56.17,46,164,0,4.5,credito,computer
19,51,Standard,56.43,51,39,1,3.9,boleto,smart_tv
46,52,Standard,22.39,115,88,0,1.5,boleto,smart_tv
22,34,Premium,25.92,51,73,5,4.4,debito,computer
66,2,Premium,56.15,117,40,4,4.9,credito,computer
57,36,Premium,36.41,141,167,5,3.6,boleto,computer
56,23,Standard,36.25,144,160,2,3.5,debito,computer
41,21,Standard,24.40,155,125,4,3.4,credito,mobile
31,56,Premium,48.52,0,28,1,4.3,credito,mobile
25,6,Basico,47.41,140,37,1,3.3,credito,smart_tv
40,15,Standard,59.27,171,147,0,2.2,debito,smart_tv
62,22,Premium,38.59,166,139,5,2.9,debito,smart_tv
70,23,Basico,35.66,166,17,3,4.4,boleto,computer
61,29,Premium,51.61,88,111,3,3.5,boleto,mobile
35,27,Premium,22.92,192,46,5,2.5,debito,smart_tv
51,41,Premium,32.01,161,168,3,1.2,boleto,smart_tv
75,20,Premium,59.46,102,154,3,1.7,boleto,mobile
63,60,Premium,57.87,28,78,2,2.6,boleto,mobile
57,43,Premium,31.95,139,114,4,4,credito,computer
54,31,Standard,21.28,114,94,3,5,debito,smart_tv
44,6,Basico,22.56,105,73,2,1.3,credito,mobile
74,39,Premium,41.09,7,35,0,4.8,credito,smart_tv
44,22,Standard,46.71,138,146,1,3.1,boleto,smart_tv
73,36,Basico,24.49,147,167,5,2.5,boleto,computer
46,57,Premium,29.70,175,90,3,4.6,credito,smart_tv
35,60,Basico,50.01,95,96,1,4.6,credito,smart_tv
74,4,Premium,28.50,100,113,1,3.2,debito,mobile
47,11,Premium,45.02,199,87,3,2.9,boleto,mobile
36,38,Premium,38.43,194,115,3,4.5,credito,smart_tv
67,58,Standard,49.45,47,47,4,2.2,credito,smart_tv
19,16,Basico,30.85,141,81,2,4.7,boleto,smart_tv
42,9,Basico,59.84,93,158,4,2.2,debito,computer
24,23,Premium,23.02,90,35,3,4.7,boleto,smart_tv
42,49,Premium,36.23,73,45,0,2.1,debito,mobile
39,34,Premium,25.83,189,159,1,2.7,debito,computer
58,22,Basico,34.76,64,103,4,1.9,boleto,computer
32,24,Premium,32.67,19,133,4,3.7,debito,computer
50,52,Basico,37.30,169,88,1,4.3,credito,smart_tv
41,9,Standard,59.52,191,156,1,2.5,credito,mobile
30,48,Standard,44.44,30,128,0,4.7,credito,mobile
33,16,Premium,21.13,39,144,2,1.7,debito,computer
28,53,Basico,26.10,120,44,4,2.5,boleto,mobile
70,36,Standard,35.43,106,113,2,1.1,credito,mobile
64,36,Standard,40.18,86,148,4,3.6,debito,smart_tv
44,40,Premium,56.54,91,60,3,1.2,boleto,mobile
31,23,Premium,49.72,81,89,2,2.2,credito,mobile
65,48,Standard,42.09,186,142,5,3.5,debito,smart_tv
57,51,Basico,54.87,28,58,0,2.1,debito,smart_tv
19,32,Basico,41.69,142,28,3,1.8,debito,smart_tv
37,22,Standard,44.47,134,11,5,3.9,credito,computer
75,18,Basico,20.91,17,177,2,2.4,credito,mobile
39,34,Premium,57.03,109,133,0,4.7,credito,smart_tv
20,46,Basico,28.65,151,109,0,1.3,boleto,computer
75,53,Basico,32.35,88,131,2,2.9,boleto,smart_tv
45,18,Premium,37.21,63,52,1,3.5,boleto,mobile
48,2,Standard,35.22,139,160,1,4.1,debito,computer
43,39,Premium,58.45,73,147,0,3.6,debito,smart_tv
67,49,Standard,28.65,124,108,4,4.9,boleto,computer
44,21,Basico,58.84,109,29,5,1.1,debito,smart_tv
27,25,Basico,27.91,176,161,4,1.6,debito,mobile
54,5,Basico,38.41,98,89,1,3.8,boleto,mobile
26,56,Standard,50.63,163,125,1,4.9,boleto,computer
70,60,Standard,25.94,178,173,4,4.9,boleto,computer
37,10,Premium,28.14,174,32,3,1.9,debito,smart_tv
30,30,Standard,20.47,79,64,3,4.4,debito,computer
38,13,Standard,51.85,197,109,4,1.4,debito,computer
31,20,Standard,42.64,5,119,1,2.7,credito,mobile
51,27,Basico,44.92,74,66,2,5,debito,smart_tv
63,10,Premium,22.60,105,116,3,2,credito,computer
22,9,Basico,48.57,187,138,2,3.3,credito,smart_tv
60,7,Basico,45.51,49,69,2,4.5,boleto,computer
37,32,Standard,20.20,138,173,2,3.1,debito,computer
44,17,Basico,55.17,194,97,0,1,credito,smart_tv
55,16,Basico,33.77,170,116,4,3.4,credito,mobile
44,1,Basico,40.09,68,154,0,1.6,credito,computer
22,30,Basico,58.66,27,74,0,3.6,boleto,computer
71,11,Standard,35.37,11,138,4,3.5,credito,computer
72,54,Standard,49.25,156,75,4,2.2,debito,computer
33,38,Basico,58.66,109,63,3,1.7,credito,smart_tv
22,54,Premium,28.47,130,13,3,3.1,boleto,smart_tv
67,27,Basico,54.14,139,95,5,4.6,boleto,mobile
21,31,Premium,21.96,158,106,4,4.3,debito,computer
67,31,Standard,51.36,131,151,4,4.3,boleto,mobile
50,56,Basico,57.76,194,125,0,2.9,debito,computer
75,28,Basico,24.45,103,29,5,2.3,boleto,mobile
53,37,Basico,49.15,116,74,5,2.9,credito,mobile
24,7,Premium,22.93,183,50,4,3.8,debito,computer
44,53,Standard,28.48,13,71,3,1.1,boleto,mobile
50,2,Standard,35.72,36,127,3,3.4,boleto,smart_tv
21,16,Standard,39.01,117,77,4,2.7,credito,smart_tv
68,9,Premium,50.98,185,96,3,4.1,boleto,mobile
41,3,Premium,27.97,32,140,5,3,boleto,smart_tv
40,1,Premium,22.25,21,112,2,3.4,debito,smart_tv
68,7,Basico,42.65,73,88,3,3.1,credito,mobile
75,56,Premium,28.67,86,112,1,4.2,debito,computer
52,58,Standard,37.81,147,34,0,3.9,debito,computer
60,33,Basico,28.69,161,29,1,2.4,credito,computer
58,21,Premium,58.10,60,30,5,1.9,credito,smart_tv
65,37,Standard,26.87,69,109,2,4.3,boleto,mobile
36,9,Standard,45.04,115,31,2,4.5,credito,smart_tv
32,6,Standard,50.71,132,74,4,4.3,debito,smart_tv
36,13,Premium,50.41,16,20,2,2.3,debito,mobile
25,7,Standard,54.95,69,166,3,2.5,boleto,smart_tv
18,17,Standard,56.30,52,50,1,4.1,boleto,computer
52,29,Premium,46.80,51,149,1,3.6,boleto,smart_tv
37,19,Standard,36.58,196,25,4,4.1,debito,mobile
73,29,Standard,21.08,82,38,4,4.3,debito,mobile
75,27,Basico,55.53,170,152,3,2.8,boleto,mobile
73,13,Basico,22.27,121,18,3,2.5,boleto,computer
61,26,Standard,37.61,2,79,2,4.8,debito,smart_tv
63,18,Basico,35.24,25,66,0,4.5,debito,computer
73,15,Basico,26.28,158,154,0,1.7,debito,computer
33,60,Premium,45.76,68,157,3,3.9,debito,smart_tv
53,47,Standard,36.66,159,61,5,4.1,boleto,mobile
56,55,Standard,39.78,27,83,0,2.5,boleto,mobile
70,6,Basico,39.29,91,150,2,3.9,credito,mobile
71,41,Premium,46.96,18,19,1,1.7,boleto,smart_tv
67,46,Premium,48.54,160,156,5,1.3,debito,computer
32,12,Basico,25.02,135,91,3,1.2,credito,computer
42,41,Premium,22.82,91,65,1,4.3,debito,mobile
34,55,Standard,23.01,41,172,3,1.2,debito,smart_tv
50,20,Premium,24.59,87,88,5,1.6,credito,mobile
72,57,Standard,45.56,61,22,5,2.7,boleto,smart_tv
18,21,Basico,29.52,152,62,1,2.5,debito,mobile
58,2,Basico,20.92,150,56,3,4.3,boleto,mobile
24,21,Standard,33.25,72,115,0,4.5,credito,smart_tv
61,11,Standard,28.90,125,64,0,3.1,credito,mobile
19,37,Premium,54.90,83,82,2,3.9,credito,computer
62,5,Basico,23.01,77,51,3,4.2,debito,smart_tv
44,13,Standard,39.52,163,77,4,2.2,debito,smart_tv
31,32,Standard,50.58,183,140,1,2.2,debito,mobile
32,13,Basico,24.00,195,152,5,2,credito,computer
37,49,Basico,52.13,108,113,3,3.5,boleto,mobile
41,3,Basico,23.80,11,31,3,2,boleto,computer
52,6,Premium,50.06,121,29,4,1.6,debito,computer
43,60,Premium,33.28,128,129,0,4.7,credito,computer
19,41,Premium,31.70,56,175,2,3.6,credito,mobile
54,6,Standard,55.64,50,118,5,3.4,credito,smart_tv
70,34,Basico,24.23,26,15,1,1.8,credito,computer
68,10,Premium,41.06,58,127,2,3.2,boleto,computer
51,14,Premium,56.74,76,13,0,4.6,boleto,smart_tv
57,46,Premium,42.53,98,159,4,4.3,credito,computer
59,31,Standard,57.20,137,31,1,2.2,boleto,mobile
41,15,Basico,52.47,172,173,5,2.2,debito,mobile
61,42,Premium,51.76,190,95,3,5,credito,computer
40,56,Standard,42.52,86,33,1,1,credito,mobile
24,11,Premium,35.06,59,105,5,2.1,credito,mobile
42,5,Standard,35.08,26,31,2,2.8,debito,computer
64,39,Basico,39.90,19,113,5,1,boleto,mobile
72,16,Premium,21.62,11,32,0,2.2,debito,computer
52,55,Standard,26.02,119,140,5,2.8,debito,smart_tv
24,7,Premium,30.37,135,23,3,1.2,credito,mobile
70,37,Standard,40.80,97,140,1,1.4,boleto,mobile
73,58,Basico,21.33,68,169,2,3.5,boleto,smart_tv
58,50,Basico,44.93,179,22,0,4.2,boleto,smart_tv
51,39,Basico,29.44,16,88,4,3.1,credito,smart_tv
63,1,Premium,45.47,58,80,3,4.6,debito,mobile
64,55,Premium,51.17,83,104,0,4.5,credito,mobile
38,1,Standard,23.05,137,177,1,1,credito,computer
59,17,Premium,41.87,130,154,4,5,debito,mobile
31,41,Premium,34.20,43,129,4,4.7,debito,smart_tv
26,27,Basico,50.29,200,136,2,5,credito,mobile
47,14,Premium,31.88,17,110,2,2.4,debito,computer
57,28,Premium,22.44,174,165,2,1.2,boleto,computer
59,43,Premium,21.00,7,52,4,2.6,credito,computer
62,35,Basico,33.52,139,142,1,4.5,credito,computer
75,35,Premium,44.44,77,70,2,2.8,debito,computer
41,53,Basico,44.66,47,18,5,4.7,debito,computer
30,57,Standard,55.66,23,110,2,4,debito,computer
18,47,Standard,29.31,134,153,4,3.1,boleto,mobile
68,45,Standard,37.04,14,45,2,2.8,credito,computer
30,25,Premium,53.29,52,178,0,3.8,debito,smart_tv
65,33,Standard,30.82,69,79,5,4.1,boleto,mobile
27,32,Premium,50.57,4,77,2,1.1,credito,smart_tv
73,22,Basico,41.47,197,15,3,5,credito,mobile
62,30,Premium,29.65,97,162,0,4.2,boleto,mobile
61,49,Premium,59.01,22,157,1,4.2,credito,mobile
61,14,Premium,33.96,183,13,2,4.1,credito,computer
28,30,Basico,41.18,146,73,4,2.6,debito,computer
66,51,Basico,47.21,4,123,5,2.4,credito,computer
30,36,Standard,31.68,114,18,1,3.8,credito,mobile
72,48,Standard,29.30,79,40,3,3,boleto,computer
51,31,Premium,41.18,35,125,2,1.8,credito,mobile
36,26,Basico,27.59,76,75,5,4.5,debito,smart_tv
40,38,Basico,52.46,80,48,0,2.8,credito,computer
49,39,Standard,56.82,13,69,1,2.8,debito,computer
75,1,Premium,37.73,169,90,0,1,debito,mobile
26,39,Premium,23.64,54,12,4,3.1,boleto,smart_tv
48,4,Premium,54.28,78,25,1,3,debito,mobile
42,38,Premium,21.12,174,54,4,2.5,credito,smart_tv
19,57,Premium,24.00,162,12,4,1,debito,smart_tv
35,11,Premium,55.59,149,126,3,2.4,debito,smart_tv
43,27,Basico,28.46,8,178,1,1.5,boleto,mobile
60,12,Basico,21.24,65,59,5,4.2,debito,mobile
36,45,Standard,44.61,156,177,1,1.7,debito,computer
64,31,Basico,48.33,138,131,4,1.2,credito,smart_tv
74,60,Standard,37.09,18,57,0,2.5,boleto,mobile
48,46,Premium,45.61,129,22,3,4.5,debito,smart_tv
46,13,Premium,57.39,3,63,1,1.7,debito,computer
23,40,Basico,27.28,130,58,3,4.4,debito,smart_tv
49,27,Basico,48.47,192,31,5,4.5,boleto,mobile
23,37,Basico,33.79,172,140,3,4.9,debito,smart_tv
72,24,Basico,42.91,31,87,5,2,boleto,computer
56,57,Premium,24.88,63,79,4,4.1,boleto,mobile
61,53,Standard,27.41,6,166,5,2.1,debito,computer
25,6,Basico,29.33,18,105,5,1.7,credito,computer
75,23,Premium,39.25,18,104,5,4.9,credito,mobile
31,15,Standard,52.65,115,127,5,4.6,boleto,mobile
58,8,Premium,22.58,3,55,5,4.6,credito,smart_tv
24,50,Standard,21.02,35,36,1,1.3,boleto,mobile
64,35,Standard,31.23,117,117,1,1.1,debito,smart_tv
62,48,Premium,31.42,27,146,5,2.1,debito,computer
35,18,Premium,44.02,86,18,1,1.2,debito,smart_tv
73,21,Premium,54.64,138,147,5,3.4,boleto,smart_tv
67,11,Premium,36.94,58,78,4,1.8,credito,mobile
66,14,Standard,42.75,168,21,5,3.9,credito,mobile
72,33,Standard,21.60,141,179,5,4.9,debito,computer
61,18,Premium,51.22,14,26,0,3.2,debito,computer
59,16,Premium,29.28,44,84,2,4.7,boleto,smart_tv
34,29,Basico,30.93,140,21,4,3.1,credito,mobile
51,51,Basico,39.54,139,86,3,1.2,credito,smart_tv
64,54,Basico,31.28,78,136,0,3.9,boleto,computer
24,25,Basico,31.75,52,97,3,2.1,boleto,mobile
37,57,Premium,27.44,170,90,4,3.2,credito,mobile
45,12,Basico,34.91,94,15,0,1.5,debito,mobile
34,49,Basico,21.17,119,120,0,4.9,credito,mobile
39,22,Basico,46.95,122,56,1,2.7,debito,mobile
50,41,Standard,22.24,103,72,5,2.1,boleto,computer
18,49,Standard,20.47,5,110,4,1.3,debito,computer
60,37,Basico,22.65,128,114,1,2.2,debito,smart_tv
67,38,Premium,56.54,36,89,1,2.7,boleto,smart_tv
66,30,Standard,52.59,164,62,2,4.2,credito,mobile
19,31,Basico,58.10,182,142,5,2.6,debito,smart_tv
25,47,Basico,48.44,152,172,0,1.1,boleto,smart_tv
60,20,Premium,46.20,105,32,5,1.3,credito,mobile
56,33,Standard,24.52,3,81,1,2.3,credito,smart_tv
32,30,Basico,30.49,97,74,1,4,debito,mobile
38,55,Basico,36.41,43,132,0,2.7,credito,mobile
31,47,Basico,32.16,60,17,0,1.3,credito,smart_tv
48,3,Basico,52.77,14,63,5,4.2,credito,mobile
24,27,Premium,29.37,164,21,0,4.2,debito,mobile
58,47,Basico,24.87,130,175,4,3,boleto,smart_tv
71,45,Basico,56.75,168,136,1,4.6,debito,smart_tv
44,52,Basico,54.80,8,141,5,3,boleto,mobile
29,53,Basico,35.97,186,144,0,2,credito,smart_tv
72,22,Standard,47.92,40,86,5,2.8,debito,computer
63,37,Premium,27.77,121,108,1,4.1,boleto,smart_tv
26,7,Basico,54.25,199,39,0,4.6,boleto,mobile
39,30,Standard,33.55,110,61,2,2.6,debito,smart_tv
66,12,Premium,24.57,187,57,4,1.4,credito,smart_tv
58,7,Standard,48.52,44,15,2,1.8,debito,mobile
64,9,Premium,57.24,129,89,1,1.9,debito,smart_tv
45,56,Standard,53.45,183,53,2,2,boleto,mobile
34,22,Premium,36.26,52,32,4,2.7,boleto,smart_tv
29,5,Premium,25.81,31,141,0,2.6,credito,mobile
38,53,Premium,22.72,164,174,4,1,boleto,computer
26,9,Standard,27.57,80,165,0,1.4,credito,mobile
47,21,Standard,28.10,142,173,5,4.3,credito,mobile
71,48,Premium,24.74,69,51,2,3.3,boleto,computer
40,22,Standard,20.95,93,60,5,2.7,boleto,smart_tv
58,47,Premium,41.90,166,154,3,3.8,debito,computer
38,44,Basico,36.42,79,54,4,3.9,boleto,smart_tv
62,25,Standard,51.21,151,177,1,4.6,debito,smart_tv
74,14,Premium,23.86,86,158,4,3.3,boleto,smart_tv
63,37,Basico,20.97,52,32,2,4.4,boleto,computer
56,38,Basico,59.64,48,160,0,4.2,debito,computer
54,28,Basico,35.33,197,51,4,2.8,credito,smart_tv
18,41,Standard,36.29,45,91,0,2.4,boleto,mobile
31,25,Standard,35.87,112,133,5,2.6,boleto,smart_tv
25,47,Premium,55.91,53,129,4,1.1,boleto,smart_tv
66,2,Standard,31.07,18,14,5,1.6,credito,mobile
26,53,Premium,50.83,13,167,5,2.7,credito,computer
58,32,Basico,24.15,75,104,2,4.3,credito,mobile
54,18,Premium,26.49,44,61,1,2.1,credito,computer
20,17,Premium,52.68,124,154,2,3.9,boleto,computer
34,45,Standard,24.82,99,22,3,4,debito,smart_tv
41,22,Premium,37.38,175,91,5,3.9,debito,mobile
51,52,Premium,55.75,84,22,5,2,debito,computer
73,36,Basico,33.31,6,51,3,4.2,debito,smart_tv
61,15,Basico,24.91,167,27,3,1.3,boleto,mobile
56,9,Standard,35.93,63,20,1,2.3,credito,mobile
19,59,Standard,30.66,158,25,1,2.9,boleto,computer
71,51,Basico,34.54,166,155,5,1.1,boleto,smart_tv
58,12,Standard,32.17,85,101,4,1.5,debito,mobile
62,25,Premium,20.40,127,69,4,4.2,boleto,smart_tv
38,40,Standard,20.40,20,72,3,1.1,boleto,mobile
38,12,Premium,45.83,96,41,4,2.5,credito,computer
29,23,Standard,58.64,24,22,1,1.2,credito,smart_tv
41,55,Basico,43.26,93,64,2,4.1,debito,smart_tv
35,43,Basico,58.41,69,107,5,4.6,credito,computer
58,13,Standard,52.19,97,54,1,1.2,boleto,mobile
21,45,Standard,35.01,22,172,4,1.3,credito,smart_tv
54,48,Premium,56.77,98,70,4,4.4,credito,computer
29,39,Basico,58.24,73,89,5,2.1,boleto,mobile
31,21,Premium,27.88,73,151,3,4.9,boleto,mobile
23,57,Premium,41.04,172,150,1,1.3,debito,smart_tv
39,12,Standard,29.09,187,74,3,4.4,debito,smart_tv
55,1,Basico,54.21,38,87,3,4.6,debito,smart_tv
68,51,Basico,33.79,119,105,4,4.1,debito,mobile
60,48,Standard,27.17,84,116,3,3.6,credito,computer
33,17,Premium,53.91,156,32,5,1.4,credito,mobile
60,33,Standard,39.62,93,72,3,1.5,debito,smart_tv
20,12,Standard,38.45,98,131,1,4.7,debito,computer
40,29,Basico,33.13,80,70,3,5,debito,smart_tv
41,31,Premium,47.08,101,33,3,3.9,debito,mobile
27,11,Premium,53.34,132,14,3,3.4,credito,computer
63,14,Standard,33.77,174,138,1,4.8,debito,smart_tv
21,50,Premium,52.92,83,153,3,1.1,credito,mobile
37,19,Standard,39.73,188,102,4,4.4,debito,computer
56,16,Premium,48.09,150,20,0,2.3,boleto,computer
25,57,Basico,40.02,33,130,4,3.7,credito,computer
69,47,Premium,32.63,132,17,2,1.7,debito,mobile
22,23,Premium,59.70,194,104,3,2.9,debito,computer
20,10,Standard,51.18,8,157,2,3.2,credito,smart_tv
51,52,Premium,53.40,0,50,2,2.8,boleto,mobile
41,35,Standard,20.73,53,94,4,1.9,credito,mobile
19,58,Standard,43.59,89,35,1,2.3,debito,mobile
21,52,Basico,37.67,152,26,1,1.8,credito,computer
32,25,Basico,37.74,47,60,4,1.9,debito,smart_tv
73,13,Premium,25.08,120,130,3,3.4,credito,smart_tv
70,10,Standard,54.13,115,96,3,1.7,boleto,smart_tv
71,43,Standard,26.66,0,55,1,1.2,debito,computer
18,58,Basico,43.08,99,114,5,4.2,boleto,smart_tv
48,21,Basico,31.86,2,77,1,4.4,boleto,computer
65,48,Premium,29.72,47,100,5,1.9,credito,smart_tv
32,47,Standard,42.95,9,150,4,2.7,boleto,smart_tv
49,50,Standard,50.50,163,137,2,2.7,debito,computer
75,39,Basico,53.25,68,116,3,3.8,debito,mobile
21,25,Premium,28.50,108,179,4,2.7,credito,computer
27,46,Basico,42.92,197,154,2,4.4,debito,smart_tv
19,34,Premium,21.52,21,54,3,1.7,debito,mobile
69,10,Standard,23.32,84,43,3,4.4,boleto,computer
32,35,Standard,50.23,8,20,0,3.4,credito,computer
41,39,Basico,55.00,193,90,0,2.7,credito,smart_tv
33,35,Standard,37.25,22,128,3,3.1,boleto,mobile
25,23,Premium,37.88,110,174,5,3.9,credito,mobile
23,51,Basico,55.22,53,159,2,1.5,boleto,computer
22,58,Standard,53.91,192,99,3,1.1,credito,smart_tv
35,13,Premium,28.05,164,140,5,2,credito,computer
60,57,Premium,55.60,10,172,5,2.5,debito,computer
40,37,Standard,35.61,4,91,3,2,credito,mobile
68,7,Standard,29.98,192,147,1,2.5,credito,mobile
38,34,Basico,36.03,191,21,3,2.3,boleto,smart_tv
58,58,Premium,40.91,3,137,2,3,credito,mobile
20,10,Basico,58.43,36,64,4,4.6,boleto,computer
46,22,Basico,58.48,129,175,5,2.7,debito,computer
53,25,Standard,36.22,43,156,1,3.9,credito,mobile
66,12,Premium,34.06,115,91,3,3.4,debito,computer
20,50,Basico,51.22,117,99,4,2.4,boleto,smart_tv
